accessionNumber,accessionYear,systemNumber,objectType,_primaryTitle,_primaryPlace,_primaryMaker__name,_primaryMaker__association,_primaryDate,_primaryImageId,_sampleMaterial,_sampleTechnique,_sampleStyle,_currentLocation__displayName,_objectContentWarning,_imageContentWarning,filtered_date,century,_primaryPlace_cleaned,countries_place,country,place,technique_filtered,color,coordinates,latitude,longitude
CIRC.423-1959,1959.0,O170350,plate,Beaconsfield,Etruria,"wall, peter",designer,1956,2009BX2802,porcelain,transfer printing,,"ceramics, room 143, the timothy sainsbury gallery",False,False,1956,20.0,etruria,"etruria, england",england,etruria,transfer printing,,"53.0203844, -2.1984874",53.0203844,-2.1984874
CIRC.406&A-1959,1959.0,O170318,cup and saucer,Beaconsfield,Etruria,"wall, peter",designer,1956,2009BX2841,porcelain,transfer printing,,"ceramics, room 143, the timothy sainsbury gallery",False,False,1956,20.0,etruria,"etruria, england",england,etruria,transfer printing,,"53.0203844, -2.1984874",53.0203844,-2.1984874
C.115-1923,1923.0,O494227,dish,,Jingdezhen,unknown,,1723-1735,2017KE1578,porcelain,blue and white,blue and white (asia),in store,False,False,1723-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.101:1-1997,1997.0,O426983,bowl,,Jingdezhen,unknown,,1723-1735,2010ED8532,porcelain,painted,yongzheng,in store,False,False,1723-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.34-1984,1984.0,O24364,hanging plate,,Liling,"xu, jianzhong",designer,1981,2006BE6048,porcelain,painting image making,,in store,False,False,1981,20.0,liling,liling,,liling,painted,,"27.6528937, 113.4354686",27.6528937,113.4354686
FE.61-2017,2017.0,O1396929,sculpture,Forest,,,,,2018LC1824,porcelain,,,in store,False,False,,,,,,,,,,,
FE.46-1982,1982.0,O24269,plate,Plate with bamboo,Mino,,,ca. 1890-1914,2010EA3511,porcelain,painted,meiji,"ceramics, room 137, the curtain foundation gallery",False,False,1890-1914,19.0,mino,"mino, japan",japan,mino,painted,,"35.5442619, 136.9075182",35.5442619,136.9075182
654A-1907,1907.0,O179074,bowl,,Jingdezhen,unknown,,1723-35,2019ML0251,porcelain,enamelled,yongzheng,in store,False,False,1723-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,enamelled,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.846&A-1910,1910.0,O168495,vase,,Jingdezhen,unknown,,ca. 1690-5,2010EC3540,porcelain,painting,kangxi,in store,False,False,169-5,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.845-1910,1910.0,O168456,vase,,Jingdezhen,unknown,,ca. 1690-5,2011EV6603,porcelain,painting,kangxi,in store,False,False,169-5,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
CIRC.500-1931,1931.0,O143985,saucer,,Jingdezhen,unknown,,c. 1740,2019LX7640,porcelain,painting,yongzheng,in store,False,False,1740,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
CIRC.427-1931,1931.0,O143983,cup,,Jingdezhen,unknown,,c.1740,2016HY2655,porcelain,painting,yongzheng,in store,False,False,1740,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.941-1910,1910.0,O180397,bowl,,Jingdezhen,unknown,,1662-1722,2010EC3787,porcelain,blue and white,kangxi,in store,False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
678&A-1853,1853.0,O182312,cup and saucer,,Jingdezhen,unknown,,1821-1850,,porcelain,enamelled,daoguang,in store,False,False,1821-1850,19.0,jingdezhen,"jingdezhen, china",china,jingdezhen,enamelled,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.18-1937,1937.0,O334692,figure,,Milton,bullers ltd,manufacturer,1936,2020ML4444,porcelain,glazed,,in store,False,False,1936,20.0,milton,"milton, england",england,milton,glazed,,"52.2422961, 0.1604726",52.2422961,0.1604726
C.464-1918,1918.0,O76369,dish,,China,unknown,,1573-1620,2024PA2884,porcelain,hand painted,wanli,in store,False,False,1573-1620,16.0,china,china,,china,hand painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
FE.135-1975,1975.0,O494970,ewer,,Jingdezhen,unknown,,1723-1735,,porcelain,glazed,monochrome (asia),in store,False,False,1723-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,glazed,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1441-1910,1910.0,O494183,vase,,Jingdezhen,unknown,,1723-1795,2019LT7509,porcelain,painted,qianlong,in store,False,False,1723-1795,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1382-1910,1910.0,O493982,dish,,Jingdezhen,unknown,,1736-1795,2019LX7650,porcelain,painted,qianlong,in store,False,False,1736-1795,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
775-1883,1883.0,O496185,flask,,China,unknown,,1739-1795,2010EJ2306,porcelain,painted,qing,in store,False,False,1739-1795,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
CIRC.616-1931,1931.0,O495987,vase,,Jingdezhen,unknown,,1644-1911,2009CC4752,porcelain,painted,qing,in store,False,False,1644-1911,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.671-1923,1923.0,O190121,dish,,Arita,unknown,,1667-1670,2020MM1725,porcelain,enamel,edo period,in store,False,False,1667-1670,17.0,arita,"arita, japan",japan,arita,enamelled,,"33.192301, 129.8669613",33.192301,129.8669613
C.55-1937,1937.0,O495323,vase,,China,,,1644-1911,2019MJ7283,porcelain,glazed,,in store,False,False,1644-1911,17.0,china,china,,china,glazed,,"39.9057136, 116.3912972",39.9057136,116.3912972
153 to J-1892,1892.0,O185095,food dishes,,Jingdezhen,unknown,,1662-1722,2019LY9178,porcelain,painted,kangxi,in store,False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
324-1854,1854.0,O182570,vase,,Jingdezhen,unknown,,1662-1722,2010EE0351,porcelain,enamelled,kangxi,in store,False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,enamelled,,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.143-1975,1975.0,O22549,bottle,,Korea,unknown,,1870-1929,2009CD6889,porcelain,painted,chosŏn,in store,False,False,1870-1929,19.0,korea,korea,,korea,painted,,"36.638392, 127.6961188",36.638392,127.6961188
B.269:1-1997,1997.0,O38897,child's cup and saucer,,Staffordshire,,,1912-1918,2006AA5034,porcelain,glazing,,in store,False,False,1912-1918,20.0,staffordshire,"staffordshire, england",england,staffordshire,glazed,,"52.8246942, -2.0074547",52.8246942,-2.0074547
1633-1876,1876.0,O14487,dish,,Jingdezhen,unknown,,1426-1435,2006AT9508,porcelain,painted,ming,in store,False,False,1426-1435,15.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
662-1907,1907.0,O179078,dish,,Jingdezhen,unknown,,1723-35,2010EA0726,porcelain,painted,yongzheng,"ceramics, room 136, the curtain foundation gallery",False,False,1723-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.566-1910,1910.0,O168407,salt dish,,China,unknown,,ca. 1580-1620,2019MJ5215,porcelain,underglazing,ming,in store,False,False,1580-1620,16.0,china,china,,china,underglazing,,"39.9057136, 116.3912972",39.9057136,116.3912972
CIRC.136-1935,1935.0,O434717,bowl,,China,,,1644-1911,,porcelain,glazing,qing,"on display at amgueddfa cymru - national museum of wales, cardiff",False,False,1644-1911,17.0,china,china,,china,glazed,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.190-1956,1956.0,O232727,dish,,Vietnam,unknown,,1405-1520,2006BF5121,porcelain,painting,blue and white,in store,False,False,1405-1520,15.0,vietnam,vietnam,,vietnam,painted,,"15.9266657, 107.9650855",15.9266657,107.9650855
C.230-1912,1912.0,O437467,plate,,China,,,1465-1487,2021MY7175,porcelain,underglazing,,in store,False,False,1465-1487,15.0,china,china,,china,underglazing,,"39.9057136, 116.3912972",39.9057136,116.3912972
84-1883,1883.0,O1159711,bowl,,Jingdezhen,unknown,,1851-1861,2010EH2091,porcelain,painted,xianfeng,in store,False,False,1851-1861,19.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.478-1918,1918.0,O180921,vase,,Jingdezhen,unknown,,1736-1795,2019LX3278,porcelain,blue and white,qianlong,in store,False,False,1736-1795,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
C.810&A-1910,1910.0,O180056,jar and lid,,Jingdezhen,unknown,,1662-1722,2017KC2801,porcelain,blue and white,kangxi,in store,False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
C.447-1920,1920.0,O22605,brush pot (piltong),Piltong,Korea,unknown,maker,1800 - 1899,2011EN9668,porcelain,incised,chosŏn,in store,False,False,1800-1899,19.0,korea,korea,,korea,incising,,"36.638392, 127.6961188",36.638392,127.6961188
C.842&A-1910,1910.0,O168497,vase and lid,,Jingdezhen,unknown,,ca. 1690-5,2010EC3540,porcelain,moulding,kangxi,in store,False,False,169-5,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,moulded,,"29.3582395, 117.2735595",29.3582395,117.2735595
738-1883,1883.0,O496939,vase,,China,,,19th century,2020MM2366,porcelain,painted,,in store,False,False,1800-1900,19.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
264-1905,1905.0,O496784,vase,,China,,,1736-1795,2019MJ5261,porcelain,painted,,in store,False,False,1736-1795,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
CIRC.373-1967,1967.0,O496734,vase,,China,,,first half 18th century,2019MK1184,porcelain,painted,,in store,False,False,1700-1750,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
272-1905,1905.0,O495844,vase,,China,,,1736-1795,2020MU2371,porcelain,painted,,in store,False,False,1736-1795,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
282-1905,1905.0,O495843,incense burner,,China,,,18th century,2019MJ7285,porcelain,glazing,,in store,False,False,1700-1800,18.0,china,china,,china,glazed,,"39.9057136, 116.3912972",39.9057136,116.3912972
299-1905,1905.0,O495842,brush pot,,China,,,1736-1795,2019MJ5278,porcelain,painted,,in store,False,False,1736-1795,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
136-1905,1905.0,O495790,vase,,China,kangxi,emperor,1662-1722,2019MK1223,porcelain,painted,,in store,False,False,1662-1722,17.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
277&A-1905,1905.0,O495781,vase,,China,,,1736-1795,2019MK1242,porcelain,painted,,in store,False,False,1736-1795,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
279-1905,1905.0,O495780,vase,,China,,,1723-1735,2019MJ5799,porcelain,painted,,in store,False,False,1723-1735,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
305-1905,1905.0,O495779,vase,,China,,,19th century,2020ML7731,porcelain,painted,,in store,False,False,1800-1900,19.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
151&A-1905,1905.0,O495728,vase & stand,,China,qianlong,emperor,1736-1795,2019MK1235,porcelain,glazing,,in store,False,False,1736-1795,18.0,china,china,,china,glazed,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.5-2014,2014.0,O1285006,dinner plate,,London,"stair, julian",maker,1998,2016JH1037,porcelain,thrown,,in store,False,False,1998,20.0,london,"london, england",england,london,throwing,,"51.5074456, -0.1277653",51.5074456,-0.1277653
268-1905,1905.0,O438026,bowl,,China,,,1736-1795,2020ML7730,porcelain,glazing,,in store,False,False,1736-1795,18.0,china,china,,china,glazed,,"39.9057136, 116.3912972",39.9057136,116.3912972
197-1905,1905.0,O495723,vase,,china,,,1662-1772,2019MK1199,porcelain,glazed,,in store,False,False,1662-1772,17.0,china,china,,china,glazed,,"39.9057136, 116.3912972",39.9057136,116.3912972
205-1905,1905.0,O178943,dish,,Jingdezhen,unknown,,1723-1735,2010EA0743,porcelain,painted,yongzheng,"ceramics, room 136, the curtain foundation gallery",False,False,1723-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.7D-1990,1990.0,O171023,cream jug,,Germany,queensberry hunt design group,design company,ca. 1989,2009BY9918,porcelain,glazed,,"ceramics, room 140, factory ceramics",False,False,1989,20.0,germany,germany,,germany,glazed,,"52.5173885, 13.3951309",52.5173885,13.3951309
C.7B&C-1990,1990.0,O171017,bowl and cover,,Germany,queensberry hunt design group,design company,ca. 1989,2009BY9919,porcelain,glazed,,"ceramics, room 140, factory ceramics",False,False,1989,20.0,germany,germany,,germany,glazed,,"52.5173885, 13.3951309",52.5173885,13.3951309
C.7&A-1990,1990.0,O171007,coffee pot and cover,,Germany,queensberry hunt design group,design company,ca. 1989,2009BY9921,porcelain,glazed,,"ceramics, room 140, factory ceramics",False,False,1989,20.0,germany,germany,,germany,glazed,,"52.5173885, 13.3951309",52.5173885,13.3951309
C.198-1988,1988.0,O170991,sweetner dispenser,Trend,Germany,queensberry hunt design group,design company,1985,2009CA5872,porcelain,glazed,,"ceramics, room 140, factory ceramics",False,False,1985,20.0,germany,germany,,germany,glazed,,"52.5173885, 13.3951309",52.5173885,13.3951309
C.197&A-1988,1988.0,O170990,cup and saucer,Confetti,Germany,queensberry hunt design group,design company,1985,2009CA5864,porcelain,glazed,,in store,False,False,1985,20.0,germany,germany,,germany,glazed,,"52.5173885, 13.3951309",52.5173885,13.3951309
C.195&A-1988,1988.0,O170988,casserole and cover,Trend,Germany,queensberry hunt design group,design company,1985,2009CA5863,porcelain,glazed,,in store,False,False,1985,20.0,germany,germany,,germany,glazed,,"52.5173885, 13.3951309",52.5173885,13.3951309
C.194&A-1988,1988.0,O170983,egg holder,Trend,Germany,queensberry hunt design group,design company,1985,2009CA5885,porcelain,glazed,,"ceramics, room 140, factory ceramics",False,False,1985,20.0,germany,germany,,germany,glazed,,"52.5173885, 13.3951309",52.5173885,13.3951309
C.193A-1988,1988.0,O170981,pepper pot,Trend,Germany,queensberry hunt design group,design company,1985,2009CA5866,porcelain,glazed,,"ceramics, room 140, factory ceramics",False,False,1985,20.0,germany,germany,,germany,glazed,,"52.5173885, 13.3951309",52.5173885,13.3951309
C.193-1988,1988.0,O170979,salt pot,Trend,Germany,queensberry hunt design group,design company,1985,2009CA5877,porcelain,glazed,,"ceramics, room 140, factory ceramics",False,False,1985,20.0,germany,germany,,germany,glazed,,"52.5173885, 13.3951309",52.5173885,13.3951309
C.192-1988,1988.0,O170977,oil and vinegar bottle,Trend,Germany,queensberry hunt design group,design company,1985,2009CA5859,porcelain,glazed,,"ceramics, room 140, factory ceramics",False,False,1985,20.0,germany,germany,,germany,glazed,,"52.5173885, 13.3951309",52.5173885,13.3951309
C.23F&G-1987,1987.0,O170536,bowl and cover,Museum service,Pennsylvania,"zeisel, eva",designer,1942-1943,2009CA6214,porcelain,glazed,,"ceramics, room 139, the curtain foundation gallery",False,False,1942-1943,20.0,pennsylvania,"pennsylvania, united states",united states,pennsylvania,glazed,,"40.9699889, -77.7278831",40.9699889,-77.7278831
C.23E-1987,1987.0,O170533,cup,Museum service,Pennsylvania,"zeisel, eva",designer,1942-1943,2009CA6211,porcelain,glazed,,"ceramics, room 139, the curtain foundation gallery",False,False,1942-1943,20.0,pennsylvania,"pennsylvania, united states",united states,pennsylvania,glazed,,"40.9699889, -77.7278831",40.9699889,-77.7278831
C.23C&D-1987,1987.0,O170530,bowl and saucer,Museum service,Pennsylvania,"zeisel, eva",designer,1942-1943,2009CA6211,porcelain,glazed,,"ceramics, room 139, the curtain foundation gallery",False,False,1942-1943,20.0,pennsylvania,"pennsylvania, united states",united states,pennsylvania,glazed,,"40.9699889, -77.7278831",40.9699889,-77.7278831
C.23&A-1987,1987.0,O170528,cup and saucer,Museum service,Pennsylvania,"zeisel, eva",designer,1942-1943,2009CA6209,porcelain,glazed,,"ceramics, room 139, the curtain foundation gallery",False,False,1942-1943,20.0,pennsylvania,"pennsylvania, united states",united states,pennsylvania,glazed,,"40.9699889, -77.7278831",40.9699889,-77.7278831
C.23-1987,1987.0,O170519,bowl,Museum service,Pennsylvania,"zeisel, eva",designer,1942-1943,2008BT0392,porcelain,glazed,,"ceramics, room 145",False,False,1942-1943,20.0,pennsylvania,"pennsylvania, united states",united states,pennsylvania,glazed,,"40.9699889, -77.7278831",40.9699889,-77.7278831
CIRC.37-1960,1960.0,O144654,jug,,Germany,"loewy, raymond fernand",designer,1954,2008BV0996,porcelain,,,"ceramics, room 140, factory ceramics",False,False,1954,20.0,germany,germany,,germany,,,"52.5173885, 13.3951309",52.5173885,13.3951309
CIRC.38&A-1960,1960.0,O346838,cup and saucer,2000,Selb,raymond loewy,designer,1954,2008BV0994,porcelain,,,"ceramics, room 140, factory ceramics",False,False,1954,20.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
C.452-1922,1922.0,O180988,figure of guanyin,Guanyin,Dehua,unknown,,18th century,2008BT2367,porcelain,glazed,qing,"ceramics, room 145",False,False,1700-1800,18.0,dehua,"dehua, china",china,dehua,glazed,,"25.4945484, 118.2362336",25.4945484,118.2362336
C.376-1910,1910.0,O494954,bottle,,China,,,1700-1900,2016JH8634,porcelain,glazing,qianlong,"paintings, room 81, the edwin and susan davies galleries",False,False,1700-1900,18.0,china,china,,china,glazed,,"39.9057136, 116.3912972",39.9057136,116.3912972
256-1905,1905.0,O496786,vase,,China,,,1736-1795,2019MJ5806,porcelain,painted,,in store,False,False,1736-1795,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
257-1905,1905.0,O496785,vase,,China,,,1736-1795,2019MJ5794,porcelain,painted,,in store,False,False,1736-1795,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
3645&A-1856,1856.0,O308445,clock case and pedestal,,Doccia,doccia porcelain factory,maker,late 18th century - 1810,2010EB8761,hard paste porcelain,,,"ceramics, room 139, the curtain foundation gallery",False,False,1810,19.0,doccia,"doccia, italy",italy,doccia,,,"43.8229316, 11.4256679",43.8229316,11.4256679
C.1206-1910,1910.0,O495237,mug,,,unknown,,1736-1795,2010EF9721,porcelain,moulded,,in store,False,False,1736-1795,18.0,,,,,moulded,,,,
FE.112&A-1978,1978.0,O78273,teapot,,Jingdezhen,unknown,,ca. 1730,2006AM0389,porcelain,painted,armorial,"on display at valence house museum, barking",False,False,1730,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
CIRC.184 to B-1957,1957.0,O256653,bowl,,Stoke-on-Trent,minton,manufacturer,ca. 1852,2010EC3899,parian porcelain,glazed,,"ceramics, room 139, the curtain foundation gallery",False,False,1852,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,glazed,,"53.0162014, -2.1812607",53.0162014,-2.1812607
